L 06/18/2010 - 16:24:50: Log file started (file "cstrike/addons/amxmodx/configs/csf_anticheat/logs/csf_ac_cmdflood.log") (game "cstrike") (amx "1.8.1.3746")
L 06/18/2010 - 16:24:50: CMDFlood * Nick: <~DENIS~> , IP: <10.33.102.109> , SteamID: <STEAM_0:4:1646092761> , CmdFlood: <vest>
L 03/04/2011 - 17:13:58: CMDFlood * Nick: <<<versus>>> , IP: <95.53.178.90> , SteamID: <STEAM_0:0:1570042448> , CmdFlood: <aULI>
L 03/04/2011 - 17:50:08: CMDFlood * Nick: <Vanek> , IP: <95.24.131.22> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/04/2011 - 17:59:33: CMDFlood * Nick: <I love you RULLAAA> , IP: <94.77.132.163> , SteamID: <STEAM_0:4:90986483> , CmdFlood: <vmodenable>
L 03/04/2011 - 17:59:37: CMDFlood * Nick: <Bod9I 11 Rus (Sosnogorsk )> , IP: <78.36.98.158> , SteamID: <STEAM_0:4:463430523> , CmdFlood: <aKWG>
L 03/04/2011 - 19:17:55: CMDFlood * Nick: <Lacroix*> , IP: <178.71.99.235> , SteamID: <STEAM_0:0:558588669> , CmdFlood: <aEBJ>
L 03/04/2011 - 19:36:53: CMDFlood * Nick: <[No-MyAC]0bevan> , IP: <109.172.15.51> , SteamID: <STEAM_0:4:1294575466> , CmdFlood: <vmodenable>
L 03/04/2011 - 19:37:08: CMDFlood * Nick: <eGor Matiuhin> , IP: <92.101.111.251> , SteamID: <STEAM_0:0:499582317> , CmdFlood: <vmodenable>
L 03/04/2011 - 19:38:38: CMDFlood * Nick: <friend> , IP: <95.30.141.78> , SteamID: <STEAM_0:0:1301881327> , CmdFlood: <vmodenable>
L 03/04/2011 - 20:29:21: CMDFlood * Nick: <The^end-[tEaM]-FAR[A]ON> , IP: <178.64.47.170> , SteamID: <STEAM_0:0:1503866156> , CmdFlood: <aSWH>
L 03/04/2011 - 20:55:38: CMDFlood * Nick: <<~*BaReL*~>> , IP: <178.65.93.208> , SteamID: <STEAM_0:4:1015075205> , CmdFlood: <aTXZ>
L 03/04/2011 - 21:02:01: CMDFlood * Nick: <cyber-core project> , IP: <188.134.35.215> , SteamID: <STEAM_0:0:194724731> , CmdFlood: <vmodenable>
L 03/04/2011 - 22:56:35: CMDFlood * Nick: <friend> , IP: <2.95.226.2> , SteamID: <STEAM_0:0:1301881327> , CmdFlood: <vmodenable>
L 03/04/2011 - 22:59:30: CMDFlood * Nick: <Vanek> , IP: <95.24.131.22> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/05/2011 - 00:01:19: CMDFlood * Nick: <Krot> , IP: <2.95.227.54> , SteamID: <STEAM_0:4:1340071645> , CmdFlood: <vmodenable>
L 03/05/2011 - 00:05:20: CMDFlood * Nick: <[Demon]> , IP: <178.141.17.176> , SteamID: <STEAM_0:4:212252549> , CmdFlood: <auriqvqjtu>
L 03/05/2011 - 01:24:19: CMDFlood * Nick: <[war3ft.ru]ZNZIN> , IP: <91.202.21.30> , SteamID: <STEAM_0:0:1840117506> , CmdFlood: <aDLP>
L 03/05/2011 - 01:31:29: CMDFlood * Nick: <bad romance cl^ | Why?> , IP: <46.146.24.149> , SteamID: <STEAM_0:4:505559115> , CmdFlood: <vmodenable>
L 03/05/2011 - 01:32:52: CMDFlood * Nick: <Shulep> , IP: <178.211.161.242> , SteamID: <STEAM_0:0:2072061020> , CmdFlood: <vmodenable>
L 03/05/2011 - 09:03:09: CMDFlood * Nick: <4ydo> , IP: <81.5.98.144> , SteamID: <STEAM_0:1:32940893> , CmdFlood: <vmodenable>
L 03/05/2011 - 09:48:59: CMDFlood * Nick: <KOT_KE///A> , IP: <78.36.67.230> , SteamID: <STEAM_0:0:323459739> , CmdFlood: <vmodenable>
L 03/05/2011 - 10:49:10: CMDFlood * Nick: <[NO-UCP] [4yMa]---LARIK///> , IP: <95.106.99.126> , SteamID: <STEAM_0:0:428892505> , CmdFlood: <mrooclicdn>
L 03/05/2011 - 11:05:22: CMDFlood * Nick: <mYw # Criss/=> , IP: <92.248.222.226> , SteamID: <STEAM_0:4:633408882> , CmdFlood: <ppenxxcspk>
L 03/05/2011 - 12:25:12: CMDFlood * Nick: <Shulep> , IP: <178.211.161.242> , SteamID: <STEAM_0:0:2072061020> , CmdFlood: <vmodenable>
L 03/05/2011 - 13:11:41: CMDFlood * Nick: <The^end-[tEaM]-FAR[A]ON> , IP: <95.53.18.78> , SteamID: <STEAM_0:0:1503866156> , CmdFlood: <aSWH>
L 03/05/2011 - 13:14:45: CMDFlood * Nick: <just skill.ALL STAR> , IP: <91.197.4.151> , SteamID: <STEAM_0:4:522982385> , CmdFlood: <aZEE>
L 03/05/2011 - 13:28:08: CMDFlood * Nick: <wints> , IP: <178.140.71.226> , SteamID: <STEAM_0:0:826630278> , CmdFlood: <vmodenable>
L 03/05/2011 - 14:10:29: CMDFlood * Nick: <Snegurka =)> , IP: <109.169.228.218> , SteamID: <STEAM_0:0:20927135> , CmdFlood: <aBEG>
L 03/05/2011 - 15:14:01: CMDFlood * Nick: <The^end-[tEaM]-FAR[A]ON> , IP: <95.53.18.78> , SteamID: <STEAM_0:0:1503866156> , CmdFlood: <aSWH>
L 03/05/2011 - 15:23:59: CMDFlood * Nick: <Fd_GOD <Tm_PaINted>> , IP: <95.106.32.245> , SteamID: <STEAM_0:0:1408370804> , CmdFlood: <aMLN>
L 03/05/2011 - 15:24:29: CMDFlood * Nick: <Dumbass <Tm_PaINteD>> , IP: <95.106.34.168> , SteamID: <STEAM_0:1:38668729> , CmdFlood: <aMLN>
L 03/05/2011 - 15:25:08: CMDFlood * Nick: <*N1eeeeezZ <| 3J|ou' FraG |>> , IP: <2.92.19.159> , SteamID: <STEAM_0:4:455597917> , CmdFlood: <vmodenable>
L 03/05/2011 - 15:25:35: CMDFlood * Nick: <STREL_OK> , IP: <188.123.240.109> , SteamID: <STEAM_0:4:1649822850> , CmdFlood: <aAVH>
L 03/05/2011 - 15:27:11: CMDFlood * Nick: <[No-MyAC]ykyrennbIi 48{rus}> , IP: <95.179.29.189> , SteamID: <STEAM_0:0:1225919918> , CmdFlood: <aYBX>
L 03/05/2011 - 15:36:33: CMDFlood * Nick: <|Frozen^Tm|:::PsP:::> , IP: <94.180.224.107> , SteamID: <STEAM_0:0:1560680646> , CmdFlood: <aEOL>
L 03/05/2011 - 15:39:02: CMDFlood * Nick: <Dyra4ok> , IP: <95.28.79.243> , SteamID: <STEAM_0:0:1072175524> , CmdFlood: <vmodenable>
L 03/05/2011 - 15:40:42: CMDFlood * Nick: <AWARRIOR> , IP: <91.210.84.246> , SteamID: <STEAM_0:4:797186161> , CmdFlood: <vmodenable>
L 03/05/2011 - 15:48:25: CMDFlood * Nick: <007> , IP: <92.101.59.183> , SteamID: <STEAM_0:4:255050738> , CmdFlood: <yulqlerqdb>
L 03/05/2011 - 15:57:20: CMDFlood * Nick: <Vanek> , IP: <95.24.131.22> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/05/2011 - 15:57:22: CMDFlood * Nick: <tim fruits 7> , IP: <95.25.103.16> , SteamID: <STEAM_0:0:1162528915> , CmdFlood: <vmodenable>
L 03/05/2011 - 15:58:38: CMDFlood * Nick: <tisen^tyd> , IP: <109.205.252.212> , SteamID: <STEAM_0:0:1830482238> , CmdFlood: <vmodenable>
L 03/05/2011 - 16:30:50: CMDFlood * Nick: <DODO> , IP: <95.54.58.34> , SteamID: <STEAM_0:0:493632682> , CmdFlood: <aYPX>
L 03/05/2011 - 16:32:58: CMDFlood * Nick: <eGor Matiuhin> , IP: <95.53.72.51> , SteamID: <STEAM_0:0:499582317> , CmdFlood: <vmodenable>
L 03/05/2011 - 17:06:01: CMDFlood * Nick: <{WarNinG}S.T.R.A.Y.K.E.R> , IP: <81.17.157.197> , SteamID: <STEAM_0:0:1804893609> , CmdFlood: <vmodenable>
L 03/05/2011 - 17:11:05: CMDFlood * Nick: <Vanek> , IP: <95.26.215.107> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/05/2011 - 17:27:31: CMDFlood * Nick: <skull> , IP: <188.134.40.72> , SteamID: <STEAM_0:0:757001175> , CmdFlood: <upuxhnkgcy>
L 03/05/2011 - 17:40:18: CMDFlood * Nick: <DODO> , IP: <95.54.58.34> , SteamID: <STEAM_0:0:493632682> , CmdFlood: <aQSI>
L 03/05/2011 - 17:58:10: CMDFlood * Nick: <AK47|adidas|AK47> , IP: <109.74.217.16> , SteamID: <STEAM_0:4:1556272234> , CmdFlood: <vmodenable>
L 03/05/2011 - 18:10:07: CMDFlood * Nick: <driNK?^tm: Jack> , IP: <77.220.50.147> , SteamID: <STEAM_0:0:1042559138> , CmdFlood: <vmodenable>
L 03/05/2011 - 18:56:52: CMDFlood * Nick: <Vanek> , IP: <95.26.215.107> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/05/2011 - 19:22:47: CMDFlood * Nick: <The^end-[tEaM]-FAR[A]ON> , IP: <92.101.55.125> , SteamID: <STEAM_0:0:1503866156> , CmdFlood: <aSWH>
L 03/05/2011 - 19:58:55: CMDFlood * Nick: <Bod9I 11 Rus (Sosnogorsk )> , IP: <95.52.204.134> , SteamID: <STEAM_0:4:399010675> , CmdFlood: <aKWG>
L 03/05/2011 - 19:59:53: CMDFlood * Nick: <eGor Matiuhin> , IP: <95.53.72.51> , SteamID: <STEAM_0:0:499582317> , CmdFlood: <vmodenable>
L 03/05/2011 - 20:08:38: CMDFlood * Nick: <_Ra[zZz]oR_[64]> , IP: <109.195.30.85> , SteamID: <STEAM_0:0:2066162016> , CmdFlood: <aJWH>
L 03/05/2011 - 20:11:09: CMDFlood * Nick: <~@(*_*)@~> , IP: <77.239.236.141> , SteamID: <STEAM_0:0:1973046504> , CmdFlood: <say>
L 03/05/2011 - 20:24:16: CMDFlood * Nick: <{No-MyAC-VADIM}> , IP: <95.52.35.254> , SteamID: <STEAM_0:0:826764171> , CmdFlood: <aYIL>
L 03/05/2011 - 20:34:42: CMDFlood * Nick: <RAUL> , IP: <109.205.248.96> , SteamID: <STEAM_0:0:1574156108> , CmdFlood: <aCNB>
L 03/05/2011 - 21:18:53: CMDFlood * Nick: <m@x> , IP: <178.65.10.152> , SteamID: <STEAM_0:0:1764118502> , CmdFlood: <vmodenable>
L 03/05/2011 - 21:31:27: CMDFlood * Nick: <Player1830> , IP: <178.217.40.20> , SteamID: <STEAM_0:4:1589255557> , CmdFlood: <vmodenable>
L 03/05/2011 - 21:38:06: CMDFlood * Nick: <Bod9I 11 Rus (Sosnogorsk )> , IP: <95.52.204.134> , SteamID: <STEAM_0:4:399010675> , CmdFlood: <aKWG>
L 03/05/2011 - 21:54:05: CMDFlood * Nick: <Vanek> , IP: <95.26.215.107> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/05/2011 - 22:18:40: CMDFlood * Nick: <koToPes> , IP: <46.146.50.208> , SteamID: <STEAM_0:0:462517989> , CmdFlood: <vmodenable>
L 03/05/2011 - 22:30:55: CMDFlood * Nick: <DEM> , IP: <94.51.149.48> , SteamID: <STEAM_0:0:1058605254> , CmdFlood: <vmodenable>
L 03/05/2011 - 22:32:17: CMDFlood * Nick: <gordon_freeman> , IP: <83.151.0.234> , SteamID: <STEAM_0:0:1769665221> , CmdFlood: <yfztutsykz>
L 03/05/2011 - 22:57:06: CMDFlood * Nick: <Vanek> , IP: <95.26.215.107> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/05/2011 - 23:12:14: CMDFlood * Nick: <Pa4a> , IP: <188.134.40.88> , SteamID: <STEAM_0:4:2025468418> , CmdFlood: <vmodenable>
L 03/05/2011 - 23:13:12: CMDFlood * Nick: <[.::Embargo::.]Sinder_<<AWP>>> , IP: <95.220.9.9> , SteamID: <STEAM_0:4:1344970611> , CmdFlood: <aRQR>
L 03/05/2011 - 23:35:28: CMDFlood * Nick: <No team : One-X> , IP: <92.62.60.230> , SteamID: <STEAM_0:0:22853545> , CmdFlood: <tkebvzjjud>
L 03/05/2011 - 23:55:14: CMDFlood * Nick: <nine1>KiD> , IP: <178.67.60.104> , SteamID: <STEAM_0:0:1004978419> , CmdFlood: <vmodenable>
L 03/06/2011 - 00:33:10: CMDFlood * Nick: <Krot> , IP: <95.30.140.83> , SteamID: <STEAM_0:4:2104000115> , CmdFlood: <vmodenable>
L 03/06/2011 - 01:01:19: CMDFlood * Nick: <Saint_Micro> , IP: <109.205.248.222> , SteamID: <STEAM_0:0:1409015990> , CmdFlood: <vmodenable>
L 03/06/2011 - 01:07:55: CMDFlood * Nick: <[KOR]S goon> , IP: <71.194.83.236> , SteamID: <STEAM_0:0:5290860> , CmdFlood: <241>
L 03/06/2011 - 01:53:14: CMDFlood * Nick: <[BooS]> , IP: <178.141.18.165> , SteamID: <STEAM_0:4:103233413> , CmdFlood: <auriqvqjtu>
L 03/06/2011 - 10:31:30: CMDFlood * Nick: <Vanek> , IP: <95.26.215.107> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/06/2011 - 10:32:49: CMDFlood * Nick: <TraKtorist> , IP: <95.26.33.171> , SteamID: <STEAM_0:0:1840097943> , CmdFlood: <vmodenable>
L 03/06/2011 - 12:21:48: CMDFlood * Nick: <[No-MyAC]No Swear> , IP: <78.36.131.127> , SteamID: <STEAM_0:0:1027418206> , CmdFlood: <vmodenable>
L 03/06/2011 - 14:07:02: CMDFlood * Nick: <FreeGame.KILLER 43 rus> , IP: <178.141.17.226> , SteamID: <STEAM_0:4:631682949> , CmdFlood: <auriqvqjtu>
L 03/06/2011 - 14:25:52: CMDFlood * Nick: <zm_ v_1> , IP: <91.192.20.67> , SteamID: <STEAM_0:0:38376334> , CmdFlood: <aIGP>
L 03/06/2011 - 14:27:43: CMDFlood * Nick: <german> , IP: <95.73.155.180> , SteamID: <STEAM_0:4:249812467> , CmdFlood: <vmodenable>
L 03/06/2011 - 14:42:50: CMDFlood * Nick: <Immortals lazy_boy> , IP: <93.86.196.165> , SteamID: <STEAM_0:0:1190720239> , CmdFlood: <aEJW>
L 03/06/2011 - 15:01:40: CMDFlood * Nick: <[No-MyAC]C6opKa by 3JIou CKuH a> , IP: <188.134.41.12> , SteamID: <STEAM_0:0:1426526548> , CmdFlood: <aWTD>
L 03/06/2011 - 15:20:07: CMDFlood * Nick: <[No-MyAC] danilka moriman> , IP: <89.237.26.2> , SteamID: <STEAM_0:0:1567018300> , CmdFlood: <vmodenable>
L 03/06/2011 - 16:22:24: CMDFlood * Nick: <KILL> , IP: <188.134.41.91> , SteamID: <STEAM_0:0:1774508927> , CmdFlood: <vmodenable>
L 03/06/2011 - 16:36:38: CMDFlood * Nick: <l pox pl9IIIem l> , IP: <94.188.64.19> , SteamID: <STEAM_0:0:1696431146> , CmdFlood: <vmodenable>
L 03/06/2011 - 16:40:15: CMDFlood * Nick: <AK47|adidas|AK47> , IP: <79.132.124.58> , SteamID: <STEAM_0:4:1234187131> , CmdFlood: <vmodenable>
L 03/06/2011 - 16:54:21: CMDFlood * Nick: <Pa4a> , IP: <188.134.40.88> , SteamID: <STEAM_0:4:2025468418> , CmdFlood: <vmodenable>
L 03/06/2011 - 17:31:58: CMDFlood * Nick: <Stahus> , IP: <178.65.193.215> , SteamID: <STEAM_0:0:156483347> , CmdFlood: <aFXF>
L 03/06/2011 - 18:04:04: CMDFlood * Nick: <eGor Matiuhin> , IP: <92.101.91.120> , SteamID: <STEAM_0:0:499582317> , CmdFlood: <vmodenable>
L 03/06/2011 - 18:45:08: CMDFlood * Nick: <yo> , IP: <10.49.20.216> , SteamID: <STEAM_0:0:492189028> , CmdFlood: <vmodenable>
L 03/06/2011 - 19:00:31: CMDFlood * Nick: <@LeX 35 rus> , IP: <92.101.176.197> , SteamID: <STEAM_0:4:913720306> , CmdFlood: <vmodenable>
L 03/06/2011 - 19:21:26: CMDFlood * Nick: <PaTrIcK> , IP: <212.119.211.78> , SteamID: <STEAM_0:0:1837773407> , CmdFlood: <vmodenable>
L 03/06/2011 - 19:43:54: CMDFlood * Nick: <kefir> , IP: <95.26.167.99> , SteamID: <STEAM_0:0:694625668> , CmdFlood: <vmodenable>
L 03/06/2011 - 21:58:44: CMDFlood * Nick: <[war3ft.ru]XLRJX> , IP: <109.111.20.227> , SteamID: <STEAM_0:4:623134442> , CmdFlood: <wwmxiydqyu>
L 03/06/2011 - 22:27:00: CMDFlood * Nick: <friend> , IP: <2.95.235.135> , SteamID: <STEAM_0:0:1301881327> , CmdFlood: <aNJW>
L 03/06/2011 - 22:27:42: CMDFlood * Nick: <a.k.a. SaDist> , IP: <178.66.169.84> , SteamID: <STEAM_0:0:451464956> , CmdFlood: <aPMC>
L 03/06/2011 - 22:57:57: CMDFlood * Nick: <[KILLER]> , IP: <178.141.17.226> , SteamID: <STEAM_0:4:631682949> , CmdFlood: <auriqvqjtu>
L 03/06/2011 - 23:01:18: CMDFlood * Nick: <NINTENDO> , IP: <94.188.10.219> , SteamID: <STEAM_0:4:959131507> , CmdFlood: <vmodenable>
L 03/06/2011 - 23:16:33: CMDFlood * Nick: <***STRATEG***> , IP: <94.41.137.103> , SteamID: <STEAM_0:0:1896529532> , CmdFlood: <aGRU>
L 03/06/2011 - 23:30:23: CMDFlood * Nick: <bingo-11rus> , IP: <178.65.65.35> , SteamID: <STEAM_0:0:596724508> , CmdFlood: <aBHB>
L 03/06/2011 - 23:33:08: CMDFlood * Nick: </CEBEP tm/32/bonus/> , IP: <213.155.222.85> , SteamID: <STEAM_0:4:2118204598> , CmdFlood: <vmodenable>
L 03/06/2011 - 23:51:03: CMDFlood * Nick: <kolyan> , IP: <89.20.7.153> , SteamID: <STEAM_0:0:152021129> , CmdFlood: <aGEL>
L 03/07/2011 - 00:38:07: CMDFlood * Nick: <KILL> , IP: <188.134.41.91> , SteamID: <STEAM_0:0:1774508927> , CmdFlood: <vmodenable>
L 03/07/2011 - 01:12:14: CMDFlood * Nick: <}{OTTAb)4> , IP: <46.174.255.32> , SteamID: <STEAM_0:4:1154590283> , CmdFlood: <vmodenable>
L 03/07/2011 - 01:34:09: CMDFlood * Nick: <NaFiTiZiN> , IP: <82.200.11.110> , SteamID: <STEAM_0:0:417228472> , CmdFlood: <vmodenable>
L 03/07/2011 - 01:38:33: CMDFlood * Nick: <MAFIA 60rus> , IP: <78.36.249.158> , SteamID: <STEAM_0:4:466805627> , CmdFlood: <vmodenable>
L 03/07/2011 - 03:56:10: CMDFlood * Nick: <Gun-Game> , IP: <188.123.230.170> , SteamID: <STEAM_0:0:947518886> , CmdFlood: <aHLG>
L 03/07/2011 - 11:13:16: CMDFlood * Nick: <)(ot@BIcH> , IP: <90.150.253.63> , SteamID: <STEAM_0:0:1496999410> , CmdFlood: <vmodenable>
L 03/07/2011 - 11:48:44: CMDFlood * Nick: <KILL> , IP: <188.134.41.91> , SteamID: <STEAM_0:0:1774508927> , CmdFlood: <vmodenable>
L 03/07/2011 - 12:27:42: CMDFlood * Nick: <black_zaic> , IP: <213.138.90.115> , SteamID: <STEAM_0:0:307074230> , CmdFlood: <aLMG>
L 03/07/2011 - 13:31:03: CMDFlood * Nick: <Vika)> , IP: <188.168.4.185> , SteamID: <STEAM_0:0:1072719167> , CmdFlood: <aNPT>
L 03/07/2011 - 14:59:38: CMDFlood * Nick: <<Adio>> , IP: <178.66.62.77> , SteamID: <STEAM_0:0:1664155685> , CmdFlood: <vmodenable>
L 03/07/2011 - 15:59:41: CMDFlood * Nick: <logg_off> , IP: <91.194.111.248> , SteamID: <STEAM_0:4:681152625> , CmdFlood: <aQNV>
L 03/07/2011 - 16:23:11: CMDFlood * Nick: <Na`Vi[pro_fan]-m16/A/> , IP: <92.249.101.62> , SteamID: <STEAM_0:4:1268551154> , CmdFlood: <vmodenable>
L 03/07/2011 - 16:26:50: CMDFlood * Nick: <Frolik PRO> , IP: <178.71.107.135> , SteamID: <STEAM_0:0:1001364069> , CmdFlood: <vmodenable>
L 03/07/2011 - 16:36:27: CMDFlood * Nick: <caHek(11rus)cblkTblBkap> , IP: <95.52.150.149> , SteamID: <STEAM_0:0:158962756> , CmdFlood: <aOSJ>
L 03/07/2011 - 16:37:27: CMDFlood * Nick: <MiKii =)> , IP: <78.36.214.86> , SteamID: <STEAM_0:0:987666814> , CmdFlood: <vmodenable>
L 03/07/2011 - 18:26:54: CMDFlood * Nick: <l pox pl9IIIem l> , IP: <94.188.64.19> , SteamID: <STEAM_0:0:1696431146> , CmdFlood: <mpqvivnduu>
L 03/07/2011 - 18:30:59: CMDFlood * Nick: <friend> , IP: <2.95.224.144> , SteamID: <STEAM_0:0:1301881327> , CmdFlood: <vmodenable>
L 03/07/2011 - 18:56:14: CMDFlood * Nick: <a.k.a. SaDist> , IP: <178.66.184.65> , SteamID: <STEAM_0:0:451464956> , CmdFlood: <aPMC>
L 03/07/2011 - 19:10:26: CMDFlood * Nick: <akim> , IP: <95.25.243.32> , SteamID: <STEAM_0:0:1162528915> , CmdFlood: <vmodenable>
L 03/07/2011 - 19:29:50: CMDFlood * Nick: <S_N_A_i_P_E_R> , IP: <89.250.164.210> , SteamID: <STEAM_0:4:1039928432> , CmdFlood: <vmodenable>
L 03/07/2011 - 19:49:36: CMDFlood * Nick: <^Hooligan.39rus^> , IP: <95.55.196.250> , SteamID: <STEAM_0:4:701262579> , CmdFlood: <aNCT>
L 03/07/2011 - 20:41:33: CMDFlood * Nick: <FreeGame.[KILLER]43 RUS> , IP: <178.141.126.239> , SteamID: <STEAM_0:4:588330885> , CmdFlood: <auriqvqjtu>
L 03/07/2011 - 21:38:50: CMDFlood * Nick: <OrypeeB> , IP: <91.190.66.170> , SteamID: <STEAM_0:0:287878330> , CmdFlood: <aWMS>
L 03/07/2011 - 22:51:02: CMDFlood * Nick: <Pumka'Aaa> , IP: <95.37.150.83> , SteamID: <STEAM_0:0:761300063> , CmdFlood: <apbsukledt>
L 03/07/2011 - 22:52:39: CMDFlood * Nick: <a.k.a. SaDist> , IP: <178.66.184.65> , SteamID: <STEAM_0:0:451464956> , CmdFlood: <aPMC>
L 03/07/2011 - 23:22:09: CMDFlood * Nick: <- captain -> , IP: <178.177.100.159> , SteamID: <STEAM_0:4:454830469> , CmdFlood: <119>
L 03/07/2011 - 23:36:33: CMDFlood * Nick: <[o] RuzikAee> , IP: <94.253.43.57> , SteamID: <STEAM_0:0:1763178370> , CmdFlood: <aQHU>
L 03/07/2011 - 23:50:37: CMDFlood * Nick: <DECAHTHUK> , IP: <82.208.116.66> , SteamID: <STEAM_0:0:1838574963> , CmdFlood: <aCJD>
L 03/08/2011 - 08:34:47: CMDFlood * Nick: <avozbak> , IP: <188.17.122.148> , SteamID: <STEAM_0:0:1707089459> , CmdFlood: <aBOK>
L 03/08/2011 - 11:06:24: CMDFlood * Nick: <007> , IP: <93.80.201.39> , SteamID: <STEAM_0:0:215665696> , CmdFlood: <aABQ>
L 03/08/2011 - 12:22:12: CMDFlood * Nick: <slash> , IP: <95.53.78.84> , SteamID: <STEAM_0:0:1501809992> , CmdFlood: <vmodenable>
L 03/08/2011 - 12:24:33: CMDFlood * Nick: <Zak> , IP: <94.231.164.88> , SteamID: <STEAM_0:0:24100178> , CmdFlood: <aPBP>
L 03/08/2011 - 12:37:07: CMDFlood * Nick: <ykyrennbIi 48{rus}> , IP: <178.234.73.51> , SteamID: <STEAM_0:0:1225919918> , CmdFlood: <vmodenable>
L 03/08/2011 - 12:51:39: CMDFlood * Nick: <DECAHTHUK> , IP: <82.208.116.66> , SteamID: <STEAM_0:0:1838574963> , CmdFlood: <aCJD>
L 03/08/2011 - 14:18:59: CMDFlood * Nick: <Vanek> , IP: <95.27.8.136> , SteamID: <STEAM_0:0:589047415> , CmdFlood: <vmodenable>
L 03/08/2011 - 14:21:09: CMDFlood * Nick: <[$$-13]_SeteR> , IP: <94.125.89.41> , SteamID: <STEAM_0:4:1073926131> , CmdFlood: <vmodenable>
L 03/08/2011 - 14:35:31: CMDFlood * Nick: <DECAHTHUK> , IP: <82.208.116.66> , SteamID: <STEAM_0:0:1838574963> , CmdFlood: <aCJD>
L 03/08/2011 - 15:26:09: CMDFlood * Nick: <Bod9I 11 Rus (Sosnogorsk )> , IP: <178.65.79.133> , SteamID: <STEAM_0:4:369742213> , CmdFlood: <aKWG>
L 03/08/2011 - 16:14:33: CMDFlood * Nick: <Da_poxyu> , IP: <188.134.45.23> , SteamID: <STEAM_0:4:1597551106> , CmdFlood: <vmodenable>
L 03/08/2011 - 16:30:05: CMDFlood * Nick: <DECAHTHUK> , IP: <82.208.116.66> , SteamID: <STEAM_0:0:1838574963> , CmdFlood: <aCJD>
L 03/08/2011 - 17:09:07: CMDFlood * Nick: <ReZiDeNT_78RUS> , IP: <178.70.143.163> , SteamID: <STEAM_0:0:366774222> , CmdFlood: <aGOV>
L 03/08/2011 - 17:30:22: CMDFlood * Nick: <User> , IP: <78.36.247.114> , SteamID: <STEAM_0:0:352851733> , CmdFlood: <vmodenable>
L 03/08/2011 - 17:41:01: CMDFlood * Nick: <a.k.a. SaDist> , IP: <178.66.164.232> , SteamID: <STEAM_0:0:451464956> , CmdFlood: <aPMC>
L 03/08/2011 - 18:25:00: CMDFlood * Nick: <CCCCCCCCCCCCCCCCCCCCCCCCC> , IP: <84.50.199.195> , SteamID: <STEAM_0:4:894298230> , CmdFlood: <vmodenable>
L 03/08/2011 - 18:33:32: CMDFlood * Nick: <Mr.Ghost> , IP: <94.243.228.108> , SteamID: <STEAM_0:0:152010729> , CmdFlood: <aNUO>
L 03/08/2011 - 18:34:02: CMDFlood * Nick: <Pb1B@k> , IP: <95.67.176.134> , SteamID: <STEAM_0:0:1504052065> , CmdFlood: <vmodenable>
L 03/08/2011 - 18:52:12: CMDFlood * Nick: <rampage[31rus-gubkin]> , IP: <79.140.72.249> , SteamID: <STEAM_0:4:671758203> , CmdFlood: <vmodenable>
L 03/08/2011 - 19:44:53: CMDFlood * Nick: <Tretii_KOt [HOX4O TEAM]> , IP: <93.178.72.2> , SteamID: <STEAM_0:0:421601666> , CmdFlood: <vmodenable>
L 03/08/2011 - 19:45:05: CMDFlood * Nick: <Team5nc|White> , IP: <95.30.141.183> , SteamID: <STEAM_0:0:1707575193> , CmdFlood: <vmodenable>
L 03/08/2011 - 20:00:43: CMDFlood * Nick: <<<KLIMKA>>> , IP: <178.64.245.154> , SteamID: <STEAM_0:0:1570042448> , CmdFlood: <aULI>
L 03/08/2011 - 20:04:47: CMDFlood * Nick: <PACTAMAH> , IP: <80.251.50.129> , SteamID: <STEAM_0:4:339152116> , CmdFlood: <vmodenable>
L 03/08/2011 - 20:05:34: CMDFlood * Nick: <Pa4a> , IP: <188.134.40.88> , SteamID: <STEAM_0:4:2025468418> , CmdFlood: <vmodenable>
L 03/08/2011 - 21:09:30: CMDFlood * Nick: <^^Mr.nTu4ko^^> , IP: <109.205.252.59> , SteamID: <STEAM_0:0:822577277> , CmdFlood: <vmodenable>
L 03/08/2011 - 21:40:02: CMDFlood * Nick: <NINTENDO> , IP: <94.188.10.219> , SteamID: <STEAM_0:4:959131507> , CmdFlood: <vmodenable>
L 03/08/2011 - 22:01:57: CMDFlood * Nick: <HREN 76> , IP: <109.195.228.116> , SteamID: <STEAM_0:0:1161526670> , CmdFlood: <aPVR>
L 03/08/2011 - 22:11:25: CMDFlood * Nick: <Dostum> , IP: <91.201.245.179> , SteamID: <STEAM_0:0:1438438247> , CmdFlood: <aUKA>
L 03/08/2011 - 22:29:26: CMDFlood * Nick: <[ZOIDBERG]> , IP: <88.201.230.6> , SteamID: <STEAM_0:0:17706625> , CmdFlood: <aKGA>
